Rating,Review_title,Review_comment
5,Our best hotel experience in Ethiopia,"Our best hotel experience in Ethiopia. The place is nice with a beautiful view of the 2 lakes. The establishment is recent, well equipped and comfortable. The restaurant is very good too and the staff attentive."
3,Good,Very clean and sharp. Great views. Great help staff
5,Exceptional,Great location and views. Staff very helpful. Good food.
4,Very good,"This new hotel in Arba Minch is beautifully located at the Rift Valley, above the natural reserve forest and the valley lakes. Very nice facilities, good food, and very nice staff. Good opportunities to excursions to the 40 springs, lake Chamo, and Dorze villages."
5,Exceptional,
5,Attentive and exceptional location for a sweet short stay,"Hospitality and attentiveness of all staff from the beginning to the end.
Very welcoming and professional.
There was nothing that I did not like.
The staff all performed there role with consideration and according to the person personal preference ??"
5,Exceptional,"The customer service. The staff is well trained. They smiled on every conversation
The elevator wasn't working during my stay"
4.5,Superb,"Real good service - friendly staff, good rooms and a great view
Not much - probably only some more Continental meal options. The Ethiopian cuisine is however good."
4,Very good,"excellent breakfast , beautiful location and friendly staff
weak WIFI connection , poor house keeping ( had to reminded to clean up the room )"
4.5,Superb,"The staff was exceptional, specially lady called Meskerem who works as a chef went above and beyond to make sure our needs were met. The view is mesmerizing and relaxing."
5,Exceptional,I really love the place and the staff professionalism totally I feel like a family it is memorable place.
5,Beautiful place,"The location, staff and food were the highlights of our stay."
4.5,Superb,The staff's are so helpful. The location is far from the city
4.5,Extraordinary stay and comfort.,Diverse and really nutritional
5,Wonderful,"Exceptional staff at the front desk, business office, housekeeping, and particularly the dining rooms. Beds were comfortable."
4.5,Very good,"The staff was exceptionally knowledgeable and very welcoming. They went out of their way to ensure that we were taken care of. The ambience of the resort is quite breathtaking. The breakfast buffet was quite nice, but could have offered more English menu items. I would definitely recommend it for anyone visiting Arba Minche.
The only negative part of the stay was the WIFI. The wifi was absolutely horrible. It worked off and on during the day throughout the resort, and it never worked in the room. We had to use phone data or a portable myfi when in the room."
4,fine stay with gorgeous views of two lakes,"beautiful views, friendly and helpful staff`"
4.5,Superb,"When we arrived, we were told that the booking they recieved didnt include lake view, however my booking disagreed.
The staff were very customer friendly, and the next day when the lake view room was available, they switched us. The rooms had a great standard. Best placed Ive stayed in Ethiopia. The pool was great and clean.
There weren't any evening activites, like live music."
4.5,Highly recommend! Worth a visit.,"Fantastic views and wonderful service.
The staff were friendly, polite, and attentive but English was very limited so some things were difficult to communicate."
5,Exceptional hotel in beautiful location,"There is so much to like about this hotel. The setting, looking out to the forests, lakes and mountains is stunning. The service is first class with every member of staff eager to please. Mr Getasew was particularly impressive and ensured that our stay was as enjoyable as possible. There is a nice choice at breakfast. The rooms are comfortable and spotlessly clean. I would stress the importance of booking a lake view room as this is very much part of the experience with this hotel. Watching the sunrise from the balcony was a real highlight. I cannot recommend this hotel enough and would say that it is the must stay place in Arba Minch. For anyone interested in touring it is the perfect stay for a short break. Those people wishing for relaxation in a beautiful location could enjoy longer with the leisure facilities. A quality hotel in an area in which top accommodation is hard to find.
The communication via 'messages' on Booking.com was not up to the usual standard and needs tweaking."
4.5,An excellent experience! Would recommend for anyone but smokers :D,"Almost everything.
There was only one place for smoking and paying for things was always a bit slow."
4,Very good,"I really satisfied and enjoy thanks haile resorts
bad Environment"
5,Exceptional,"Amazing location, 5-star customer service."
5,Excellent Service!,"Breakfast was great! Treatment and care shown by staff was phenomenon!
It would have been nice if the hotel was closer to the lake, but overall everything was great!"
4.5,"Amazing service, good facilities and good staff ensured my stay was enjoyable.","The staff provided exceptional service, the entire experience was pleasant including food and facilities. It was amazing.
The pool was not working at the time, this was a bummer, the entire stay we ended up going for a swim at Paradise Lodge."
4.5,It was very great.,"Everything was Perfect!
I expected our rooms to have the Forest/ pool side view but it was not…"
4,Very good,"The views and food quality
The room without working phone to call reception"
4.5,Superb,Fair enough
4,Out of town escapade to unwind,"the location and ambience
nothing negative in particular"
5,Amazing,"Loved the resort. Everyone was so nice and friendly. The rooms are super clean and the view from the resort is super gorgeous. And the food is so good!
The WiFi is bit spotty and slow but everything else great."
3.5,Good,"Lovely location and comfortable rooms
The waiters in the restaurant seemed to try hard and were very sweet but the service was rather slow"
3.5,Good,"The beautiful location and views, wildlife
The gym
Limited activities
Terrible internet"
2,Disappointing,I disappointed with the reseved bed on the other side of the lake. I could see nothing veiw
4,Very good,
4,Very good,
5,Exceptional,
4.5,Superb,
4,Very good,
4,Very good,
5,Exceptional,
5,Exceptional,
4.5,Superb,
5,Exceptional,
4,Very good,
5,Exceptional,
4,Very good,
4,Very good,
5,Exceptional,
4,Very good,
4.5,Superb,
5,Exceptional,
4,Very good,
4.5,Superb,
5,Exceptional,
4.5,Superb,
5,Exceptional,
5,Exceptional,
4,Very good,
4,Very good,
4.5,Exceptional,
5,Exceptional,
2.5,Passable,
3.5,Good,
3,Pleasant,
3,Pleasant,
3.5,Good,
5,Exceptional,
5,Exceptional,
5,Exceptional,
5,Exceptional,
4.5,Superb,
4,Very good,
4,Very good,
4,Very good,
4.5,Superb,
4.5,Superb,
4,Very good,
4.5,Superb,
4,Very good,
